date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2021-06-16 00:00:00+00:00,604.87,608.5,593.5,597.535,21845739,201.6233333333,202.8333333333,197.8333333333,199.1783333333,65537217,0.0,1.0
2021-06-17 00:00:00+00:00,616.6,621.47,601.34,601.8878,22701350,205.5333333333,207.1566666667,200.4466666667,200.6292666667,68104050,0.0,1.0
2021-06-18 00:00:00+00:00,623.31,628.35,611.8,613.37,24560905,207.77,209.45,203.9333333333,204.4566666667,73682715,0.0,1.0
2021-06-21 00:00:00+00:00,620.83,631.39,608.88,624.48,24812741,206.9433333333,210.4633333333,202.96,208.16,74438223,0.0,1.0
2021-06-22 00:00:00+00:00,623.71,628.5693,615.5,618.25,19158892,207.9033333333,209.5231,205.1666666667,206.0833333333,57476676,0.0,1.0
2021-06-23 00:00:00+00:00,656.57,657.204,630.04,632.0,31099228,218.8566666667,219.068,210.0133333333,210.6666666667,93297684,0.0,1.0
2021-06-24 00:00:00+00:00,679.82,697.62,667.61,674.99,45982386,226.6066666667,232.54,222.5366666667,224.9966666667,137947158,0.0,1.0
2021-06-25 00:00:00+00:00,671.87,693.81,668.7,689.58,32496707,223.9566666667,231.27,222.9,229.86,97490121,0.0,1.0
2021-06-28 00:00:00+00:00,688.72,694.6999,670.32,671.64,21628159,229.5733333333,231.5666333333,223.44,223.88,64884477,0.0,1.0
2021-06-29 00:00:00+00:00,680.76,687.5099,675.89,684.65,17381313,226.92,229.1699666667,225.2966666667,228.2166666667,52143939,0.0,1.0
2021-06-30 00:00:00+00:00,679.7,692.81,678.14,679.77,18924862,226.5666666667,230.9366666667,226.0466666667,226.59,56774586,0.0,1.0
2021-07-01 00:00:00+00:00,677.92,687.99,672.8,683.92,18634522,225.9733333333,229.33,224.2666666667,227.9733333333,55903566,0.0,1.0
2021-07-02 00:00:00+00:00,678.9,700.0,673.26,678.98,27097374,226.3,233.3333333333,224.42,226.3266666667,81292122,0.0,1.0
2021-07-06 00:00:00+00:00,659.58,684.0,651.4002,681.7115,23284450,219.86,228.0,217.1334,227.2371666667,69853350,0.0,1.0
2021-07-07 00:00:00+00:00,644.65,665.7,638.32,664.27,18791960,214.8833333333,221.9,212.7733333333,221.4233333333,56375880,0.0,1.0
2021-07-08 00:00:00+00:00,652.81,654.43,620.46,628.37,22773316,217.6033333333,218.1433333333,206.82,209.4566666667,68319948,0.0,1.0
2021-07-09 00:00:00+00:00,656.95,658.91,644.69,653.185,18140548,218.9833333333,219.6366666667,214.8966666667,217.7283333333,54421644,0.0,1.0
2021-07-12 00:00:00+00:00,685.7,687.24,662.161,662.2,25927042,228.5666666667,229.08,220.7203333333,220.7333333333,77781126,0.0,1.0
2021-07-13 00:00:00+00:00,668.54,693.28,666.2958,686.32,20966092,222.8466666667,231.0933333333,222.0986,228.7733333333,62898276,0.0,1.0
2021-07-14 00:00:00+00:00,653.38,678.6099,652.84,670.75,21641190,217.7933333333,226.2033,217.6133333333,223.5833333333,64923570,0.0,1.0
2021-07-15 00:00:00+00:00,650.6,666.14,637.88,658.39,20209571,216.8666666667,222.0466666667,212.6266666667,219.4633333333,60628713,0.0,1.0
2021-07-16 00:00:00+00:00,644.22,656.6999,642.2,654.68,16370970,214.74,218.8999666667,214.0666666667,218.2266666667,49112910,0.0,1.0
2021-07-19 00:00:00+00:00,646.22,647.1999,621.29,629.89,21297090,215.4066666667,215.7333,207.0966666667,209.9633333333,63891270,0.0,1.0
2021-07-20 00:00:00+00:00,660.5,662.3916,640.501,651.99,15487127,220.1666666667,220.7972,213.5003333333,217.33,46461381,0.0,1.0
2021-07-21 00:00:00+00:00,655.29,664.8599,650.2901,659.61,13953338,218.43,221.6199666667,216.7633666667,219.87,41860014,0.0,1.0
2021-07-22 00:00:00+00:00,649.26,662.17,644.6001,656.4428,15105727,216.42,220.7233333333,214.8667,218.8142666667,45317181,0.0,1.0
2021-07-23 00:00:00+00:00,643.38,648.8,637.3001,646.36,14604944,214.46,216.2666666667,212.4333666667,215.4533333333,43814832,0.0,1.0
2021-07-26 00:00:00+00:00,657.62,668.1999,647.11,650.97,25336556,219.2066666667,222.7333,215.7033333333,216.99,76009668,0.0,1.0
2021-07-27 00:00:00+00:00,644.78,666.5,627.24,663.4,32813290,214.9266666667,222.1666666667,209.08,221.1333333333,98439870,0.0,1.0
2021-07-28 00:00:00+00:00,646.98,654.9699,639.4001,646.995,16006596,215.66,218.3233,213.1333666667,215.665,48019788,0.0,1.0
2021-07-29 00:00:00+00:00,677.35,683.69,648.8,649.79,29688446,225.7833333333,227.8966666667,216.2666666667,216.5966666667,89065338,0.0,1.0
2021-07-30 00:00:00+00:00,687.2,697.53,669.0,671.758,29656411,229.0666666667,232.51,223.0,223.9193333333,88969233,0.0,1.0
2021-08-02 00:00:00+00:00,709.67,726.94,698.4,700.0,33615765,236.5566666667,242.3133333333,232.8,233.3333333333,100847295,0.0,1.0
2021-08-03 00:00:00+00:00,709.74,722.65,701.01,719.0,21620253,236.58,240.8833333333,233.67,239.6666666667,64860759,0.0,1.0
2021-08-04 00:00:00+00:00,710.92,724.9,708.93,711.0,17002647,236.9733333333,241.6333333333,236.31,237.0,51007941,0.0,1.0
2021-08-05 00:00:00+00:00,714.63,720.9499,711.41,716.0,12919637,238.21,240.3166333333,237.1366666667,238.6666666667,38758911,0.0,1.0
2021-08-06 00:00:00+00:00,699.1,716.33,697.63,711.9,15623049,233.0333333333,238.7766666667,232.5433333333,237.3,46869147,0.0,1.0
2021-08-09 00:00:00+00:00,713.76,719.03,705.13,710.17,14715349,237.92,239.6766666667,235.0433333333,236.7233333333,44146047,0.0,1.0
2021-08-10 00:00:00+00:00,709.99,716.59,701.88,713.99,13432305,236.6633333333,238.8633333333,233.96,237.9966666667,40296915,0.0,1.0
2021-08-11 00:00:00+00:00,707.82,715.18,704.21,712.71,9800558,235.94,238.3933333333,234.7366666667,237.57,29401674,0.0,1.0
2021-08-12 00:00:00+00:00,722.25,722.8,699.4,706.34,17681686,240.75,240.9333333333,233.1333333333,235.4466666667,53045058,0.0,1.0
2021-08-13 00:00:00+00:00,717.17,729.9,714.34,723.71,16671844,239.0566666667,243.3,238.1133333333,241.2366666667,50015532,0.0,1.0
2021-08-16 00:00:00+00:00,686.17,709.5,676.4,705.07,23103303,228.7233333333,236.5,225.4666666667,235.0233333333,69309909,0.0,1.0
2021-08-17 00:00:00+00:00,665.71,674.58,648.84,672.66,23721279,221.9033333333,224.86,216.28,224.22,71163837,0.0,1.0
2021-08-18 00:00:00+00:00,688.99,695.77,669.35,669.7479,20349375,229.6633333333,231.9233333333,223.1166666667,223.2493,61048125,0.0,1.0
2021-08-19 00:00:00+00:00,673.47,686.55,667.59,678.21,14313486,224.49,228.85,222.53,226.07,42940458,0.0,1.0
2021-08-20 00:00:00+00:00,680.26,692.1299,673.7,682.85,14841865,226.7533333333,230.7099666667,224.5666666667,227.6166666667,44525595,0.0,1.0
2021-08-23 00:00:00+00:00,706.3,712.1299,680.7505,685.442,20264859,235.4333333333,237.3766333333,226.9168333333,228.4806666667,60794577,0.0,1.0
2021-08-24 00:00:00+00:00,708.49,715.22,702.64,710.68,13083071,236.1633333333,238.4066666667,234.2133333333,236.8933333333,39249213,0.0,1.0
2021-08-25 00:00:00+00:00,711.2,716.97,704.0,707.03,12645562,237.0666666667,238.99,234.6666666667,235.6766666667,37936686,0.0,1.0
2021-08-26 00:00:00+00:00,701.16,715.4,697.6201,708.31,13214292,233.72,238.4666666667,232.5400333333,236.1033333333,39642876,0.0,1.0
2021-08-27 00:00:00+00:00,711.92,715.0,702.1001,705.0,13833763,237.3066666667,238.3333333333,234.0333666667,235.0,41501289,0.0,1.0
2021-08-30 00:00:00+00:00,730.91,731.0,712.73,714.715,18604220,243.6366666667,243.6666666667,237.5766666667,238.2383333333,55812660,0.0,1.0
2021-08-31 00:00:00+00:00,735.72,740.39,726.44,733.0,20855436,245.24,246.7966666667,242.1466666667,244.3333333333,62566308,0.0,1.0
2021-09-01 00:00:00+00:00,734.09,741.99,731.2701,734.08,13204335,244.6966666667,247.33,243.7567,244.6933333333,39613005,0.0,1.0
2021-09-02 00:00:00+00:00,732.39,740.97,730.54,734.5,12796739,244.13,246.99,243.5133333333,244.8333333333,38390217,0.0,1.0
2021-09-03 00:00:00+00:00,733.57,734.0,724.2,732.2494,15271045,244.5233333333,244.6666666667,241.4,244.0831333333,45813135,0.0,1.0
2021-09-07 00:00:00+00:00,752.92,760.2,739.26,740.0,20039825,250.9733333333,253.4,246.42,246.6666666667,60119475,0.0,1.0
2021-09-08 00:00:00+00:00,753.87,764.45,740.7733,761.58,18793036,251.29,254.8166666667,246.9244333333,253.86,56379108,0.0,1.0
2021-09-09 00:00:00+00:00,754.86,762.1,751.6301,753.41,14077731,251.62,254.0333333333,250.5433666667,251.1366666667,42233193,0.0,1.0
2021-09-10 00:00:00+00:00,736.27,762.61,734.5201,759.6,15184170,245.4233333333,254.2033333333,244.8400333333,253.2,45552510,0.0,1.0
2021-09-13 00:00:00+00:00,743.0,744.78,708.85,740.2143,22952482,247.6666666667,248.26,236.2833333333,246.7381,68857446,0.0,1.0
2021-09-14 00:00:00+00:00,744.49,754.47,736.4,742.57,18524881,248.1633333333,251.49,245.4666666667,247.5233333333,55574643,0.0,1.0
2021-09-15 00:00:00+00:00,755.83,756.86,738.36,745.0,15357685,251.9433333333,252.2866666667,246.12,248.3333333333,46073055,0.0,1.0
2021-09-16 00:00:00+00:00,756.99,758.91,747.61,752.83,13923393,252.33,252.97,249.2033333333,250.9433333333,41770179,0.0,1.0
2021-09-17 00:00:00+00:00,759.49,761.04,750.0,757.15,28204176,253.1633333333,253.68,250.0,252.3833333333,84612528,0.0,1.0
2021-09-20 00:00:00+00:00,730.17,742.0,718.6249,734.5577,24757652,243.39,247.3333333333,239.5416333333,244.8525666667,74272956,0.0,1.0
2021-09-21 00:00:00+00:00,739.38,744.7399,730.44,734.79,16330723,246.46,248.2466333333,243.48,244.93,48992169,0.0,1.0
2021-09-22 00:00:00+00:00,751.94,753.6699,739.12,743.5263,15126272,250.6466666667,251.2233,246.3733333333,247.8421,45378816,0.0,1.0
2021-09-23 00:00:00+00:00,753.64,758.2,747.92,755.0,11947527,251.2133333333,252.7333333333,249.3066666667,251.6666666667,35842581,0.0,1.0
2021-09-24 00:00:00+00:00,774.39,774.8,744.56,745.89,21373022,258.13,258.2666666667,248.1866666667,248.63,64119066,0.0,1.0
2021-09-27 00:00:00+00:00,791.36,799.0,769.31,773.12,28070657,263.7866666667,266.3333333333,256.4366666667,257.7066666667,84211971,0.0,1.0
2021-09-28 00:00:00+00:00,777.56,795.64,766.1801,787.2,25381422,259.1866666667,265.2133333333,255.3933666667,262.4,76144266,0.0,1.0
2021-09-29 00:00:00+00:00,781.31,793.5,770.68,779.8,20942877,260.4366666667,264.5,256.8933333333,259.9333333333,62828631,0.0,1.0
